22:02:22.521,4
22:02:22.521,9
22:02:22.521,12
22:02:22.521;10
22:02:22.521;8
22:02:22.521;7
22:02:22.521;11
22:02:22.521;6
22:02:22.521;15
22:02:22.521;5
22:02:22.521;16
22:02:22.521;14
22:02:22.522;20
22:02:22.523;21
22:02:22.521;13
22:02:22.521;17
22:02:22.524;22
22:02:22.521;19
22:02:22.521;18
22:02:22.525;23
22:02:22.529;24
22:02:22.532;25
22:02:22.532;26
22:02:22.533;27
22:02:22.537;28
22:02:22.547;31
22:02:22.548;32
22:02:22.553;33
22:02:22.554;34
22:02:22.543;29
22:02:22.545;30
22:02:22.574;35
22:02:22.588;36
22:02:22.589;37
22:02:22.599;38
22:02:22.602;39
22:02:22.611;40
22:02:22.642;41
22:02:22.670;42
22:02:22.671;43
22:02:22.682;44
22:02:22.699;45
22:02:22.742;46
22:02:22.757;47
22:02:22.782;48
22:02:22.810;49
22:02:22.828;50
22:02:22.872;51
22:02:22.917;52
22:02:22.931;53
22:02:22.972;54
22:02:23.004;55
22:02:23.022;56
22:02:23.082;57
22:02:23.176;58
22:02:23.209;59
22:02:23.273;60
22:02:23.313;61
22:02:23.417;62
22:02:23.468;63
22:02:23.538;64
22:02:23.610;65
22:02:23.665;66
22:02:23.787;67
22:02:23.856;68
22:02:23.956;69
22:02:24.046;70
22:02:24.161;71
22:02:24.219;72
22:02:24.338;73
22:02:24.487;74
22:02:24.570;75
22:02:24.740;76
22:02:24.929;77
22:02:25.070;78
22:02:25.214;79
22:02:25.390;80
22:02:25.543;81
22:02:25.675;82
22:02:25.937;83
22:02:26.115;84
22:02:26.335;85
22:02:26.536;86
22:02:26.695;87
22:02:26.898;88
22:02:27.140;89
22:02:27.436;90
22:02:27.705;91
22:02:27.977;92
22:02:28.259;93
22:02:28.536;94
22:02:28.856;95
22:02:29.216;96
22:02:29.530;97
22:02:29.734;98
22:02:30.286;99
22:02:30.629;100
22:02:31.051;101
22:02:31.446;102
22:02:31.836;103
22:02:32.226;104
22:02:32.619;105
22:02:33.124;106
22:02:33.551;107
22:02:34.011;108
22:02:34.494;109
22:02:35.011;110
22:02:35.456;111
22:02:36.085;112
22:02:36.634;113
22:02:37.087;114
22:02:37.841;115
22:02:38.426;116
22:02:39.046;117
22:02:39.773;118
22:02:40.330;119
22:02:40.962;120
22:02:41.675;121
22:02:42.514;122
22:02:43.176;123
22:02:43.923;124
22:02:44.665;125
22:02:45.437;126
22:02:46.345;127
22:02:47.114;128
22:02:48.133;129
22:02:48.837;130
22:02:49.938;131
22:02:50.861;132
22:02:51.826;133
22:02:52.868;134
22:02:53.847;135
22:02:54.845;136
22:02:55.900;137
22:02:57.184;138
22:02:58.205;139
22:02:59.453;140
22:03:00.604;141
22:03:01.856;142
22:03:03.193;143
22:03:04.393;144
22:03:05.851;145
22:03:06.975;146
22:03:08.394;147
22:03:09.656;148
22:03:11.183;149
22:03:12.489;150
22:03:13.867;151
22:03:15.269;152
22:03:16.809;153
22:03:18.307;154
22:03:19.679;155
22:03:21.391;156
22:03:22.933;157
22:03:24.618;158
22:03:26.339;159
22:03:28.100;160
22:03:30.050;161
22:03:31.665;162
22:03:33.702;163
22:03:35.403;164
22:03:37.420;165
22:03:39.299;166
22:03:41.058;167
22:03:43.272;168
22:03:45.115;169
22:03:47.288;170
22:03:49.470;171
22:03:51.688;172
22:03:53.730;173
22:03:55.984;174
22:03:58.312;175
22:04:00.716;176
22:04:03.141;177
22:04:05.232;178
22:04:07.927;179
22:04:10.205;180
22:04:12.914;181
22:04:15.476;182
22:04:17.904;183
22:04:20.716;184
22:04:23.188;185
22:04:26.304;186
22:04:28.885;187
22:04:31.827;188
22:04:34.695;189
22:04:37.545;190
22:04:40.452;191
22:04:43.653;192
22:04:46.996;193
22:04:49.846;194
22:04:53.366;195
22:04:56.383;196
22:04:59.928;197
22:05:03.200;198
22:05:06.395;199
22:05:09.951;200
22:05:13.462;201
22:05:17.567;202
22:05:21.163;203
22:05:25.276;204
22:05:29.169;205
22:05:33.267;206
22:05:37.295;207
22:05:41.610;208
22:05:46.008;209
22:05:49.879;210
22:05:54.572;211
22:05:58.746;212
22:06:03.296;213
22:06:07.616;214
22:06:11.850;215
22:06:16.546;216
22:06:20.994;217
22:06:26.118;218
22:06:30.639;219
22:06:35.766;220
22:06:40.426;221
